"SAMPLEID","STATIONID","COLLDATE","TAXAID","N_TAXA","FFG","HABIT","BCG_ATTR","TOLVAL","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","FAMILY","SUBFAMILY","TRIBE","GENUS","INDEX_NAME","INDEX_CLASS","EXCLUDE"
"Samp9169","FW08OK036","6/23/2009","Argia",1,"PR","CN",4,7,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Dubiraphia",2,"CG","CN",4,4,"Arthropoda","","Insecta","","Coleoptera","Elmidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Stenelmis",1,"SC","CN",4,7,"Arthropoda","","Insecta","","Coleoptera","Elmidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Erpetogomphus",1,"PR","BU",4,4,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Gomphidae",5,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9169","FW08OK036","6/23/2009","Berosus",2,"CG","SW",4,5,"Arthropoda","","Insecta","","Coleoptera","Hydrophilidae","Berosinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Hydroptila",8,"SC","CN",4,6,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","Hydroptilinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Hydroptilidae",7,"SC","CN",4,4,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9169","FW08OK036","6/23/2009","Nectopsyche",31,"SH","CB",4,3,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","Leptocerinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Tricorythodes",22,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Homoeoneuria",6,"CF;CG","BU",2,2,"Arthropoda","","Insecta","","Ephemeroptera","Oligoneuriidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Scirtidae",2,"SC","CB",4,4,"Arthropoda","","Insecta","","Coleoptera","Scirtidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9169","FW08OK036","6/23/2009","Stratiomyidae",1,"CG","SP",NA,8,"Arthropoda","","Insecta","","Diptera","Stratiomyidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9170","FW08OK039","7/13/2009","Physa",1,"SC","",5,8,"Mollusca","","Gastropoda","","Basommatophora","Physidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9170","FW08OK039","7/13/2009","Chernovskiia",1,"","",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9170","FW08OK039","7/13/2009","Gillotia",1,"","BU",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9170","FW08OK039","7/13/2009","Rheotanytarsus",1,"CG","CN",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9170","FW08OK039","7/13/2009","Gomphidae",1,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9176","FW08OK053","5/19/2009","Paracloeodes",1,"SC","SW",4,6,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9176","FW08OK053","5/19/2009","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9176","FW08OK053","5/19/2009","Cricotopus/orthocladius",3,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9176","FW08OK053","5/19/2009","Lopescladius",1,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9176","FW08OK053","5/19/2009","Saetheria",1,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9176","FW08OK053","5/19/2009","Progomphus",4,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9190","FW08WA036","9/25/2009","Hygrobates",2,"PR","",4,NA,"Arthropoda","","Arachnida","","Trombidiformes","Hygrobatidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Corbicula",13,"CF","BU",6,6,"Mollusca","","Bivalvia","Heterodonta","Veneroida","Corbiculidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Hygrobates",1,"PR","",4,NA,"Arthropoda","","Arachnida","","Trombidiformes","Hygrobatidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Lebertia",2,"PR","",4,8,"Arthropoda","","Arachnida","Acarina","Acariformes","Lebertiidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Limnesia",1,"","",4,NA,"Arthropoda","","Arachnida","","Trombidiformes","Limnesiidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Sperchon",1,"PR","",4,8,"Arthropoda","","Arachnida","Acarina","Acariformes","Sperchonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Hyalella",2,"CG","SP",4,8,"Arthropoda","","Malacostraca","","Amphipoda","Hyalellidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Baetidae",5,"CG","SW",4,4,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9195","CAR9-0910","6/17/2014","Centroptilum",36,"CG","CN",NA,2,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Fallceon",2,"CG","SW",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Paracloeodes",116,"SC","SW",4,6,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Ablabesmyia",1,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Chironomidae",9,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9195","CAR9-0910","6/17/2014","Cladotanytarsus",83,"CF","CB",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Cricotopus/orthocladius",2,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Cryptochironomus",1,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Dicrotendipes",15,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Polypedilum",1,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Procladius",1,"PR","SP",5,9,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Coenagrionidae",2,"PR","CB",4,9,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9195","CAR9-0910","6/17/2014","Tricorythodes",6,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Tubificidae",3,"CG","BU",5,10,"Annelida","","Oligochaeta","Oligochaeta","Haplotaxida","Tubificidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Arachnida",1,"","",4,NA,"Arthropoda","","Arachnida","","","","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Centroptilum",1,"CG","CN",NA,2,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Caenis",15,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Cercobrachys",4,"","",4,NA,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Ceratopogonidae",1,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9201","KSR9-0912","7/22/2013","Ceratopogoninae",1,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Dasyhelea",9,"CG","SP",5,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Dasyheleinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9201","KSR9-0912","7/22/2013","Cladotanytarsus",8,"CF","CB",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Coelotanypus",1,"PR","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Corynoneura",1,"CG","SP",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Cricotopus/orthocladius",2,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Cryptochironomus",1,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Cryptotendipes",1,"CG","BU",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Dicrotendipes",1,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Lopescladius",41,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Nanocladius",2,"CG","SP",4,3,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Paracladopelma",2,"CG","SP",4,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Paratendipes",3,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Polypedilum",23,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Procladius",2,"PR","SP",5,9,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Pseudochironomus",2,"CG","BU",4,5,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Rheotanytarsus",10,"CG","CN",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Saetheria",18,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Stenochironomus",1,"CG;SH","BU",4,5,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Tanypus",3,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Tanytarsus",118,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Thienemanniella",1,"CG","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Thienemannimyia genus gr.",3,"","",4,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Ephydridae",1,"CG","BU",5,6,"Arthropoda","","Insecta","","Diptera","Ephydridae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Gomphidae",2,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Cheumatopsyche",2,"CF","CN",4,5,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","Hydropsychinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Hydropsyche",2,"CF","CN",4,4,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","Hydropsychinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Hydroptilidae",1,"SC","CN",4,4,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Nectopsyche",3,"SH","CB",4,3,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","Leptocerinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9201","KSR9-0912","7/22/2013","Tricorythodes",9,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9202","NER9-0904","6/10/2013","Hyalella",1,"CG","SP",4,8,"Arthropoda","","Malacostraca","","Amphipoda","Hyalellidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9202","NER9-0904","6/10/2013","Caenis",4,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9202","NER9-0904","6/10/2013","Chironomus",3,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9202","NER9-0904","6/10/2013","Heptagenia",3,"SC","CN",4,4,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9208","NMR9-0906","5/13/2014","Cryptochironomus",1,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9208","NMR9-0906","5/13/2014","Progomphus",4,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9208","NMR9-0906","5/13/2014","Tricorythodes",1,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Tubificidae",2,"CG","BU",5,10,"Annelida","","Oligochaeta","Oligochaeta","Haplotaxida","Tubificidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Corbicula",139,"CF","BU",6,6,"Mollusca","","Bivalvia","Heterodonta","Veneroida","Corbiculidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Hygrobates",6,"PR","",4,NA,"Arthropoda","","Arachnida","","Trombidiformes","Hygrobatidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Lebertia",8,"PR","",4,8,"Arthropoda","","Arachnida","Acarina","Acariformes","Lebertiidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Limnesia",5,"","",4,NA,"Arthropoda","","Arachnida","","Trombidiformes","Limnesiidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Hyalella",1,"CG","SP",4,8,"Arthropoda","","Malacostraca","","Amphipoda","Hyalellidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Paracloeodes",2,"SC","SW",4,6,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Ceratopogonidae",5,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9209","NVR9-0910","8/1/2013","Ceratopogoninae",31,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9209","NVR9-0910","8/1/2013","Chironomus",3,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Cladotanytarsus",25,"CF","CB",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Dicrotendipes",1,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Paracladopelma",4,"CG","SP",4,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Paratanytarsus",6,"CG","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Stempellinella",3,"CG","CN",3,2,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Tanytarsus",19,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Thienemannimyia genus gr.",9,"","",4,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Coenagrionidae",2,"PR","CB",4,9,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Nectopsyche",1,"SH","CB",4,3,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","Leptocerinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Leptohyphidae",4,"CG","",4,4,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9209","NVR9-0910","8/1/2013","Tricorythodes",8,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9209","NVR9-0910","8/1/2013","Hexatoma",15,"PR","BU",3,2,"Arthropoda","","Insecta","","Diptera","Tipulidae","Limoniinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9211","OKR9-0901","6/18/2013","Lymnaeidae",2,"SC","CB",4,6,"Mollusca","","Gastropoda","","Basommatophora","Lymnaeidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
