"SAMPLEID","STATIONID","COLLDATE","TAXAID","N_TAXA","FFG","HABIT","BCG_ATTR","TOLVAL","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","FAMILY","SUBFAMILY","TRIBE","GENUS","INDEX_NAME","INDEX_CLASS","EXCLUDE"
"Samp9211","OKR9-0901","6/18/2013","Physidae",4,"SC","CB",5,8,"Mollusca","","Gastropoda","","Basommatophora","Physidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9211","OKR9-0901","6/18/2013","Caenis",1,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9211","OKR9-0901","6/18/2013","Ceratopogonidae",2,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9211","OKR9-0901","6/18/2013","Gillotia",2,"","BU",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9211","OKR9-0901","6/18/2013","Progomphus",1,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9211","OKR9-0901","6/18/2013","Berosus",2,"CG","SW",4,5,"Arthropoda","","Insecta","","Coleoptera","Hydrophilidae","Berosinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Tubificidae",4,"CG","BU",5,10,"Annelida","","Oligochaeta","Oligochaeta","Haplotaxida","Tubificidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Lymnaeidae",1,"SC","CB",4,6,"Mollusca","","Gastropoda","","Basommatophora","Lymnaeidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Caenis",2,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Ceratopogoninae",12,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Dasyhelea",2,"CG","SP",5,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Dasyheleinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9212","OKR9-0903","9/15/2014","Chironomus",2,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Cryptochironomus",29,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Dicrotendipes",2,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Glyptotendipes",8,"CG","BU",4,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Paratendipes",1,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Polypedilum",82,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Pseudochironomus",30,"CG","BU",4,5,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Rheotanytarsus",1,"CG","CN",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Tanypus",19,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Gomphidae",5,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9212","OKR9-0903","9/15/2014","Progomphus",2,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9212","OKR9-0903","9/15/2014","Oecetis",4,"PR","CN",4,8,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","Leptocerinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Tubificidae",1,"CG","BU",5,10,"Annelida","","Oligochaeta","Oligochaeta","Haplotaxida","Tubificidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Paracloeodes",1,"SC","SW",4,6,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Ceratopogonidae",30,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9214","OKR9-0906","7/2/2013","Ceratopogoninae",8,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Polypedilum",53,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Coenagrionidae",5,"PR","CB",4,9,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Dolichopodidae",1,"PR","SP",NA,4,"Arthropoda","","Insecta","","Diptera","Dolichopodidae","Dolichopodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9214","OKR9-0906","7/2/2013","Berosus",1,"CG","SW",4,5,"Arthropoda","","Insecta","","Coleoptera","Hydrophilidae","Berosinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Ceratopogoninae",6,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Chironomus",55,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Cladotanytarsus",1,"CF","CB",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Cricotopus/orthocladius",1,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Cryptochironomus",4,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Dicrotendipes",4,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Glyptotendipes",6,"CG","BU",4,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Lopescladius",2,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Paracladopelma",1,"CG","SP",4,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Paratendipes",6,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Polypedilum",10,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Procladius",2,"PR","SP",5,9,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Saetheria",1,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Stictochironomus",1,"CG","BU",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Tanypus",2,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Thienemannimyia genus gr.",1,"","",4,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Stenelmis",1,"SC","CN",4,7,"Arthropoda","","Insecta","","Coleoptera","Elmidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9215","OKR9-0908","6/26/2013","Ephydridae",1,"CG","BU",5,6,"Arthropoda","","Insecta","","Diptera","Ephydridae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Physidae",1,"SC","CB",5,8,"Mollusca","","Gastropoda","","Basommatophora","Physidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Baetidae",1,"CG","SW",4,4,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Cercobrachys",4,"","",4,NA,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Chironomus",3,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Cryptochironomus",2,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Dicrotendipes",1,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Lopescladius",29,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Nanocladius",1,"CG","SP",4,3,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Paracladopelma",7,"CG","SP",4,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Paratendipes",3,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Polypedilum",1,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Pseudochironomus",2,"CG","BU",4,5,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Saetheria",2,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Tanypus",1,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Tanytarsus",16,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Coenagrionidae",2,"PR","CB",4,9,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9217","OKRM-1002","7/9/2013","Gomphidae",2,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Glossiphoniidae",1,"PR","SP",5,7,"Annelida","","Hirudinea","Hirudinea","Rhynchobdellida","Glossiphoniidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Caenis",4,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Chironomus",16,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Cryptochironomus",1,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Dicrotendipes",4,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Glyptotendipes",5,"CG","BU",4,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Larsia",6,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Polypedilum",3,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Procladius",1,"PR","SP",5,9,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Coenagrionidae",4,"PR","CB",4,9,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Ephydridae",2,"CG","BU",5,6,"Arthropoda","","Insecta","","Diptera","Ephydridae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9219","OKRM-1021","6/2/2014","Progomphus",3,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Arrenurus",3,"PR","",4,NA,"Arthropoda","","Arachnida","Acarina","Trombidiformes","Arrenuridae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Cercobrachys",3,"","",4,NA,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Ceratopogoninae",3,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9220","OKRM-1026","8/19/2014","Cryptochironomus",3,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Polypedilum",1,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Tanypus",11,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Gomphidae",2,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9220","OKRM-1026","8/19/2014","Progomphus",2,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9220","OKRM-1026","8/19/2014","Homoeoneuria",5,"CF;CG","BU",2,2,"Arthropoda","","Insecta","","Ephemeroptera","Oligoneuriidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Tubificidae",4,"CG","BU",5,10,"Annelida","","Oligochaeta","Oligochaeta","Haplotaxida","Tubificidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Hygrobates",1,"PR","",4,NA,"Arthropoda","","Arachnida","","Trombidiformes","Hygrobatidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Tyrrellia",1,"","",NA,NA,"Arthropoda","","Arachnida","","Trombidiformes","Limnesiidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Baetidae",26,"CG","SW",4,4,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9221","OKRO-1092","6/30/2014","Labiobaetis",11,"CG","SW",4,6,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Paracloeodes",7,"SC","SW",4,6,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Caenis",48,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Sparbarus",1,"","",NA,NA,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Ceratopogonidae",1,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9221","OKRO-1092","6/30/2014","Ceratopogoninae",3,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Ablabesmyia",5,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9221","OKRO-1092","6/30/2014","Cryptochironomus",16,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Dicrotendipes",11,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Glyptotendipes",10,"CG","BU",4,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Lopescladius",1,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Micropsectra",1,"CG","CB",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Nanocladius",6,"CG","SP",4,3,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Paracladopelma",2,"CG","SP",4,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Paratanytarsus",2,"CG","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Paratendipes",14,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Polypedilum",14,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Procladius",1,"PR","SP",5,9,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9221","OKRO-1092","6/30/2014","Saetheria",1,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
